I1028 12:35:14.737182       1 flags.go:52] FLAG: --address=":8085"
I1028 12:36:44.241236       1 static_autoscaler.go:402] Scale down status: unneededOnly=true lastScaleUpTime=2020-10-28 12:35:34.086115792 +0000 UTC m=+19.477299461 lastScaleDownDeleteTime=2020-10-28 12:35:34.086115887 +0000 UTC m=+19.477299557 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 12:36:54.251905       1 static_autoscaler.go:147] Starting main loop
W1028 12:36:54.251970       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT"; using us-east-1b
W1028 12:36:54.252480       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 12:36:54.252947       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 12:36:54.252961       1 static_autoscaler.go:303] Filtering out schedulables
I1028 12:36:54.253001       1 static_autoscaler.go:320] No schedulable pods
I1028 12:36:54.253017       1 static_autoscaler.go:328] No unschedulable pods
I1028 12:36:54.253029       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 12:36:54.253040       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 12:36:54.253088       1 static_autoscaler.go:402] Scale down status: unneededOnly=true lastScaleUpTime=2020-10-28 12:35:34.086115792 +0000 UTC m=+19.477299461 lastScaleDownDeleteTime=2020-10-28 12:35:34.086115887 +0000 UTC m=+19.477299557 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 12:37:04.263842       1 static_autoscaler.go:147] Starting main loop
W1028 12:37:04.263903       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT"; using us-east-1b
W1028 12:37:04.264410       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 12:37:04.264856       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 12:37:04.264873       1 static_autoscaler.go:303] Filtering out schedulables
I1028 12:37:04.264915       1 static_autoscaler.go:320] No schedulable pods
I1028 12:37:04.264930       1 static_autoscaler.go:328] No unschedulable pods
I1028 12:37:04.264942       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 12:37:04.264955       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 12:37:04.265007       1 static_autoscaler.go:402] Scale down status: unneededOnly=true lastScaleUpTime=2020-10-28 12:35:34.086115792 +0000 UTC m=+19.477299461 lastScaleDownDeleteTime=2020-10-28 12:35:34.086115887 +0000 UTC m=+19.477299557 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 12:37:14.273914       1 static_autoscaler.go:147] Starting main loop
W1028 12:37:14.274012       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT"; using us-east-1b
W1028 12:37:14.274569       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 12:37:14.275062       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 12:37:14.275079       1 static_autoscaler.go:303] Filtering out schedulables
I1028 12:37:14.275137       1 static_autoscaler.go:320] No schedulable pods
I1028 12:37:14.275151       1 scale_up.go:263] Pod default/monte-carlo-pi-service-5d6858c99d-hfmt2 is unschedulable
I1028 12:37:14.275158       1 scale_up.go:263] Pod default/monte-carlo-pi-service-5d6858c99d-sp6wm is unschedulable
I1028 12:37:14.275187       1 scale_up.go:300] Upcoming 0 nodes
I1028 12:37:14.275535       1 priority.go:118] Successfully loaded priority configuration from configmap.
W1028 12:37:14.275587       1 priority.go:91] Priority expander: node group eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J not found in priority expander configuration. The group won't be used.
I1028 12:37:14.275594       1 priority.go:167] priority expander: eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT chosen as the highest available
I1028 12:37:14.275606       1 scale_up.go:423] Best option to resize: eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT
I1028 12:37:14.275615       1 scale_up.go:427] Estimated 2 nodes needed in eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT
I1028 12:37:14.275656       1 scale_up.go:529] Final scale-up plan: [{eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT 0->2 (max: 5)}]
I1028 12:37:14.275672       1 scale_up.go:694] Scale-up: setting group eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT size to 2
I1028 12:37:14.275687       1 auto_scaling_groups.go:221] Setting asg eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT size to 2
I1028 12:37:14.276357       1 event.go:209] Event(v1.ObjectReference{Kind:"ConfigMap", Namespace:"kube-system", Name:"cluster-autoscaler-status", UID:"d44ad752-89dd-4958-ad24-13fe62b8066d", APIVersion:"v1", ResourceVersion:"27797600", FieldPath:""}): type: 'Normal' reason: 'ScaledUpGroup' Scale-up: setting group eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT size to 2
I1028 12:37:14.276376       1 event.go:209] Event(v1.ObjectReference{Kind:"ConfigMap", Namespace:"kube-system", Name:"cluster-autoscaler-priority-expander", UID:"272a8ffe-b9ca-4ffe-9ecf-c2e9a49e4279", APIVersion:"v1", ResourceVersion:"27797143", FieldPath:""}): type: 'Warning' reason: 'PriorityConfigMapNotMatchedGroup' Priority expander: node group eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J not found in priority expander configuration. The group won't be used.
I1028 12:37:14.478773       1 event.go:209] Event(v1.ObjectReference{Kind:"ConfigMap", Namespace:"kube-system", Name:"cluster-autoscaler-status", UID:"d44ad752-89dd-4958-ad24-13fe62b8066d", APIVersion:"v1", ResourceVersion:"27797600", FieldPath:""}): type: 'Normal' reason: 'ScaledUpGroup' Scale-up: group eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT size set to 2
I1028 12:37:14.478798       1 event.go:209] Event(v1.ObjectReference{Kind:"Pod", Namespace:"default", Name:"monte-carlo-pi-service-5d6858c99d-sp6wm", UID:"94ad996b-cbe0-46f3-b3f5-bd3d6ccc11ae", APIVersion:"v1", ResourceVersion:"27797623", FieldPath:""}): type: 'Normal' reason: 'TriggeredScaleUp' pod triggered scale-up: [{eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT 0->2 (max: 5)}]
I1028 12:37:14.478809       1 event.go:209] Event(v1.ObjectReference{Kind:"Pod", Namespace:"default", Name:"monte-carlo-pi-service-5d6858c99d-hfmt2", UID:"d411dff4-306b-4bb2-9fc5-4fb28a28cf90", APIVersion:"v1", ResourceVersion:"27797618", FieldPath:""}): type: 'Normal' reason: 'TriggeredScaleUp' pod triggered scale-up: [{eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT 0->2 (max: 5)}]
I1028 12:37:24.487880       1 static_autoscaler.go:147] Starting main loop
W1028 12:37:24.487948       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT"; using us-east-1b
W1028 12:37:24.488409       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 12:37:24.488865       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 12:37:24.488882       1 static_autoscaler.go:303] Filtering out schedulables
I1028 12:37:24.488941       1 static_autoscaler.go:320] No schedulable pods
I1028 12:37:24.488951       1 scale_up.go:263] Pod default/monte-carlo-pi-service-5d6858c99d-hfmt2 is unschedulable
I1028 12:37:24.488956       1 scale_up.go:263] Pod default/monte-carlo-pi-service-5d6858c99d-sp6wm is unschedulable
I1028 12:37:24.489076       1 scale_up.go:300] Upcoming 2 nodes
I1028 12:37:24.489274       1 scale_up.go:408] No need for any nodes in eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT
I1028 12:37:24.489404       1 scale_up.go:408] No need for any nodes in eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J
I1028 12:37:24.489414       1 scale_up.go:416] No expansion options
I1028 12:37:24.489429       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 12:37:24.489440       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 12:37:24.489492       1 static_autoscaler.go:402] Scale down status: unneededOnly=true lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:35:34.086115887 +0000 UTC m=+19.477299557 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 12:37:34.498603       1 static_autoscaler.go:147] Starting main loop
I1028 12:37:34.498651       1 auto_scaling_groups.go:354] Regenerating instance to ASG map for ASGs: [eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J]
I1028 12:37:34.609781       1 aws_manager.go:263] Refreshed ASG list, next refresh after 2020-10-28 12:38:34.609771864 +0000 UTC m=+200.000955613
W1028 12:37:34.609838       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT"; using us-east-1b
W1028 12:37:34.634832       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 12:37:34.635769       1 static_autoscaler.go:215] 2 unregistered nodes present
I1028 12:37:34.635811       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 12:37:34.635825       1 static_autoscaler.go:303] Filtering out schedulables
I1028 12:37:34.635898       1 static_autoscaler.go:320] No schedulable pods
I1028 12:37:34.635910       1 scale_up.go:263] Pod default/monte-carlo-pi-service-5d6858c99d-hfmt2 is unschedulable
I1028 12:37:34.635917       1 scale_up.go:263] Pod default/monte-carlo-pi-service-5d6858c99d-sp6wm is unschedulable
I1028 12:37:34.635978       1 scale_up.go:300] Upcoming 2 nodes
I1028 12:37:34.636267       1 scale_up.go:408] No need for any nodes in eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT
I1028 12:37:34.636509       1 scale_up.go:408] No need for any nodes in eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J
I1028 12:37:34.636521       1 scale_up.go:416] No expansion options
I1028 12:37:34.636539       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 12:37:34.636553       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 12:37:34.636631       1 static_autoscaler.go:402] Scale down status: unneededOnly=true lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:35:34.086115887 +0000 UTC m=+19.477299557 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 12:37:44.644998       1 static_autoscaler.go:147] Starting main loop
W1028 12:37:44.645058       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT"; using us-east-1b
W1028 12:37:44.645481       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 12:37:44.645837       1 static_autoscaler.go:215] 2 unregistered nodes present
I1028 12:37:44.645868       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 12:37:44.645882       1 static_autoscaler.go:303] Filtering out schedulables
I1028 12:37:44.645944       1 static_autoscaler.go:320] No schedulable pods
I1028 12:37:44.645956       1 scale_up.go:263] Pod default/monte-carlo-pi-service-5d6858c99d-hfmt2 is unschedulable
I1028 12:37:44.645962       1 scale_up.go:263] Pod default/monte-carlo-pi-service-5d6858c99d-sp6wm is unschedulable
I1028 12:37:44.646010       1 scale_up.go:300] Upcoming 2 nodes
I1028 12:37:44.646201       1 scale_up.go:408] No need for any nodes in eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT
I1028 12:37:44.646347       1 scale_up.go:408] No need for any nodes in eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J
I1028 12:37:44.646361       1 scale_up.go:416] No expansion options
I1028 12:37:44.646380       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 12:37:44.646395       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 12:37:44.646450       1 static_autoscaler.go:402] Scale down status: unneededOnly=true lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:35:34.086115887 +0000 UTC m=+19.477299557 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 12:37:54.655628       1 static_autoscaler.go:147] Starting main loop
W1028 12:37:54.655685       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT"; using us-east-1b
W1028 12:37:54.656162       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 12:37:54.656619       1 static_autoscaler.go:215] 2 unregistered nodes present
I1028 12:37:54.656647       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 12:37:54.656662       1 static_autoscaler.go:303] Filtering out schedulables
I1028 12:37:54.656722       1 static_autoscaler.go:320] No schedulable pods
I1028 12:37:54.656732       1 scale_up.go:263] Pod default/monte-carlo-pi-service-5d6858c99d-sp6wm is unschedulable
I1028 12:37:54.656738       1 scale_up.go:263] Pod default/monte-carlo-pi-service-5d6858c99d-hfmt2 is unschedulable
I1028 12:37:54.656780       1 scale_up.go:300] Upcoming 2 nodes
I1028 12:37:54.656960       1 scale_up.go:408] No need for any nodes in eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT
I1028 12:37:54.657091       1 scale_up.go:408] No need for any nodes in eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J
I1028 12:37:54.657100       1 scale_up.go:416] No expansion options
I1028 12:37:54.657117       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 12:37:54.657131       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 12:37:54.657189       1 static_autoscaler.go:402] Scale down status: unneededOnly=true lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:35:34.086115887 +0000 UTC m=+19.477299557 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 12:38:04.665837       1 static_autoscaler.go:147] Starting main loop
W1028 12:38:04.665897       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT"; using us-east-1b
W1028 12:38:04.666247       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 12:38:04.666560       1 static_autoscaler.go:215] 2 unregistered nodes present
I1028 12:38:04.666589       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 12:38:04.666604       1 static_autoscaler.go:303] Filtering out schedulables
I1028 12:38:04.666653       1 static_autoscaler.go:320] No schedulable pods
I1028 12:38:04.666667       1 scale_up.go:263] Pod default/monte-carlo-pi-service-5d6858c99d-hfmt2 is unschedulable
I1028 12:38:04.666677       1 scale_up.go:263] Pod default/monte-carlo-pi-service-5d6858c99d-sp6wm is unschedulable
I1028 12:38:04.666743       1 scale_up.go:300] Upcoming 2 nodes
I1028 12:38:04.666893       1 scale_up.go:408] No need for any nodes in eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT
I1028 12:38:04.666991       1 scale_up.go:408] No need for any nodes in eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J
I1028 12:38:04.667004       1 scale_up.go:416] No expansion options
I1028 12:38:04.667021       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 12:38:04.667034       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 12:38:04.667073       1 static_autoscaler.go:402] Scale down status: unneededOnly=true lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:35:34.086115887 +0000 UTC m=+19.477299557 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
